10027,10710
2921,214
32515,33
873,9165
2708,3330
14041,161
10070,10073
10070,10071
4302,2055
31208,2754
10070,10074
34033,4272
5864,28860
3502,276
4486,3989
873,9161
1273,3531
8,846
3030,3989
12403,12409
448,2794
619,1538
3030,3983
13000,15572
4191,6477
331,7157
619,1535
619,1534
214,194
3835,2691
33077,33135
214,191
33077,33137
33077,33136
1164,2658
9577,653
9577,652
6965,6951
224,18819
7367,7370
224,18817
266,6966
266,6963
15631,5008
9000,292
495,2754
10525,25718
13869,13501
149,18569
3177,3658
631,538
1658,2695
16714,16715
17760,16805
20998,18905
6280,9541
6807,9527
5159,4209
2430,6900
7305,2502
10027,11045
2752,214
6261,1311
495,4188
16798,16784
292,93
17302,16784
13987,1287
2055,252
2033,26772
980,7170
980,7171
980,7176
10907,15955
8644,170
1915,18697
33791,2456
7361,7194
16020,2715
980,7179
34609,34707
3988,4072
7361,7193
7361,7192
33431,6003
13589,16203
48,22610
15096,1557
25468,25883
25468,25882
3960,4098
25468,25884
979,2209
184,25905
224,14403
1529,1528
20548,1197
212,4991
6275,6302
18362,330
12654,12681
3408,278
8392,7503
6747,7794
21892,18905
12545,12519
986,1094
2659,4633
13734,14521
3806,3807
15050,5214
30316,30361
1007,8
31431,31431
3319,623
10824,3042
7648,2437
1419,5940
3400,696
10133,3836
16389,1434
14595,1412
520,1507
14595,1419
1143,9648
11172,10590
16476,16476
15417,1225
391,174
11779,11779
8530,16794
11193,6748
8085,5948
55,7794
22,425
4209,10698
11299,6908
1410,1427
34433,1915
23528,23529
29731,29520
1432,23913
1432,23912
1432,23911
1579,1568
1432,23917
27086,4039
1432,23915
67,18982
3843,10166
1432,23918
2189,15
1143,17573
4319,1256
2475,8722
2475,8723
13471,13630
9690,1980
30587,1419
3608,1143
1508,3212
1574,35297
1574,35298
8277,7162
276,1202
427,6245
575,1530
179,16534
3484,2802
8111,7235
8111,7230
15031,2119
9103,9103
7486,3382
4485,33
427,6241
35424,1574
11112,3358
3030,2830
32501,32502
32501,32503
2956,2957
31892,1197
4063,3915
22972,22978
1880,1852
274,273
1413,13589
4646,33
2227,911
1675,19501
117,224
27970,27682
6483,16
4370,224
3393,20275
3393,20274
12226,12375
3393,20276
14521,15327
3393,20270
3393,20273
3393,20272
3393,20279
3393,20278
936,10322
1480,1155
12065,4209
1287,3764
7117,7117
4401,418
4111,3960
8055,33
7073,7023
1300,86
32354,1431
3464,3643
300,4296
1413,179
32707,33
226,10416
15032,11462
21333,18905
18219,18220
3931,3365
1410,691
4071,4039
361,19575
14682,1535
3461,4471
9598,9600
3796,4071
5801,5802
2659,10029
3796,4072
2028,545
14470,1445
399,12670
5891,299
4139,33
169,1901
1416,2352
3634,4235
8399,33
22162,1197
7558,8504
1292,7720
19743,979
2688,3350
7131,7643
3930,3030
2782,33
9600,6796
2985,115
324,24518
352,28146
352,28148
19380,276
6134,170
1396,3264
4402,4415
482,33
2055,7067
17917,17884
6498,15848
16760,179
6788,6793
2242,2243
3812,6679
8822,7341
8822,7340
35552,6499
3812,6670
3216,4089
875,865
13882,389
6091,4440
885,1973
226,24858
14146,14148
20963,18905
2055,26271
15126,9660
2916,276
2761,653
31174,338
28743,11576
1297,1311
28006,33
1980,5894
4176,590
976,14640
3836,525
21438,18905
9163,9226
12768,33
921,4266
5503,2192
23313,23288
5896,3534
481,1630
3393,4693
31715,2754
5379,5380
459,2679
34351,4072
30688,30809
30688,30808
35588,35589
13810,33
789,1038
23884,1432
3426,3502
1442,6035
19085,7157
4563,2692
18760,224
448,19828
3836,5974
1591,11202
69,8446
69,8447
10350,1417
1144,333
2810,4646
7643,7498
1812,1581
2242,33
2770,3284
391,7265
9356,9357
30343,1419
3385,33
4584,2758
30292,1419
10979,12189
3835,6477
56,14586
393,2034
2684,1445
3370,28747
12962,4457
6436,4086
6436,4085
6817,5592
4743,33
426,4150
17619,17620
10177,25244
34758,25583
2703,3425
3613,3618
3613,3619
4057,3595
3613,3614
3613,3615
1247,16672
1198,18040
1627,15517
6549,3812
7117,7938
19337,19347
11317,11315
19337,19348
4493,33
15878,3376
13021,481
9577,17534
61,13214
2761,1557
6110,3341
583,412
2146,1418
935,1952
639,3724
779,558
1302,19
20718,33
1288,8983
1288,8982
3544,3088
170,7896
20474,1197
25938,986
2777,15530
34040,801
3583,2662
1396,326
367,2763
649,575
4313,2916
16108,15951
1315,29179
378,10623
1315,29175
1315,29174
3523,33
115,278
1315,29171
7319,55
1315,29173
1315,29172
2716,389
190,23652
1909,1396
214,2678
214,2679
1604,481
10595,9657
7145,5689
7061,12807
7061,12806
14782,12068
6061,1532
35498,35501
15508,3670
24493,2790
27435,16235
278,18840
26067,28408
459,12232
2703,2771
10601,5064
2388,2642
26067,28406
151,12569
25096,10199
579,16790
28859,13924
579,16794
2707,10637
33175,3124
3131,20255
2694,1980
2662,1340
8247,525
495,496
495,497
161,2498
1545,2389
8485,33
6199,33
11514,4089
2003,12789
653,17563
3405,31208
2003,12786
2003,12785
161,5149
2030,28603
1606,12943
9612,9541
9695,33
496,33
26965,360
23832,24214
16077,338
23832,24213
2546,6758
8140,3212
1396,2471
10706,1769
29806,33
13418,4546
93,8932
4071,3382
7273,12625
29044,453
171,7318
1489,11377
2082,435
2240,481
8056,7826
10322,33
9695,10283
1419,14620
2693,2694
5771,20157
13757,10005
613,3088
12746,34634
1445,2929
2753,2696
2753,2690
790,14173
30070,1419
5668,2243
9577,4319
100,1463
6049,30496
5241,4823
2695,10808
2566,4610
2090,345
7733,69
2708,1642
860,1143
2770,9674
20100,33
2058,1028
3797,4089
13809,1342
33361,1536
3797,4085
9572,9571
3764,1164
3797,4081
12299,1532
14470,16344
14470,16343
12299,1536
34736,34739
21227,18905
4401,2713
1557,9659
6833,81
3741,26773
3345,2754
388,338
388,339
36,346
3345,2755
69,7618
3037,3460
19510,2416
7293,7940
8978,8711
1931,252
10015,33
5103,5104
2935,11618
15154,15157
4493,6190
15154,15155
15154,15151
10189,11893
6867,19820
3934,3829
1225,3150
2209,4085
69,7610
726,4225
726,4224
726,4227
726,4223
9762,4440
726,4229
726,4228
1718,179
2702,3239
2033,1195
2033,1196
1288,3237
69,7614
2768,13946
12295,459
643,1047
42,27312
24493,33
5001,5091
32829,32830
11921,11923
8132,28862
20667,1197
2697,10674
17855,1198
1456,1536
850,23630
8691,33
1858,391
4191,13765
10057,3943
81,3643
1315,1225
6875,6876
16069,11101
1455,14700
1151,15282
18810,18813
2303,2076
11526,11560
1465,1436
12012,1197
200,1304
5001,235
5455,2192
1731,326
3597,459
11692,6758
2749,214
11212,6748
2814,2969
35042,35043
16349,1445
6,9655
1227,865
246,5
7221,33
1419,4513
1625,5975
17844,17845
246,9
246,8
18103,1197
4203,4256
10482,10465
1802,2803
1427,1441
20611,20612
19,276
61,197
10587,10573
1396,10125
26216,1419
2456,217
34143,801
12343,4209
1658,1671
88,2715
1445,2109
31423,31394
1658,1678
8152,118
1486,12042
9142,425
578,623
1085,200
1557,2747
11426,33
16320,11659
7161,7236
19534,2083
30093,1419
3531,16320
2396,2058
7376,30951
6119,7133
18929,33
3936,3861
525,936
7132,7133
11967,14476
3382,6450
1403,5864
3932,4051
170,31112
3383,3836
1285,739
184,459
2933,4090
27213,27182
20219,2755
11665,9000
14077,1263
21240,18905
4579,9739
1445,16371
1445,16370
10558,10559
1445,16372
1445,16375
10603,1916
1899,1973
1445,16379
266,1700
62,3758
12042,669
27583,7765
10430,11101
2690,276
6671,4039
10554,3077
1542,33
3037,40
16378,1445
31937,2754
4209,12109
15,976
23113,11104
3989,3988
4283,364
4209,12102
2162,2625
2310,6751
4209,12105
4209,12104
11891,23340
7293,7533
7293,7532
583,3129
7446,558
19,33
1198,17103
4040,10106
232,357
8520,8507
309,391
1507,16760
1244,333
31293,31292
1419,30400
1419,30402
1419,30404
5497,4737
2352,1416
697,17032
7784,7127
179,2761
1198,16855
1231,589
705,705
360,8
21596,18905
18678,18678
32456,979
32488,32413
26949,360
2225,2155
16181,1445
17448,33
27307,27308
6758,6747
1422,276
1273,1377
9600,8650
7720,9600
35534,2430
29516,29821
1557,1460
29516,29822
1273,1379
1273,1378
4617,33
2777,2819
18415,1198
8085,2970
11516,11609
3723,9569
155,2996
27187,1574
2115,2133
17066,1198
8191,30903
4087,3835
69,7772
16855,653
5971,1497
740,56
849,579
5973,22
7729,986
28,399
7986,118
28,391
19343,19262
10623,16145
481,1033
3960,4111
10027,16203
1417,14644
2146,2457
2146,2456
2146,2459
5593,4750
27154,27089
3058,11461
6166,14137
5263,7291
1994,10674
1403,2761
4407,388
2388,426
2388,425
320,248
7265,7926
276,4427
29866,359
6118,276
8191,7282
1636,10579
320,246
18142,16805
87,1324
4440,4174
3643,2948
35776,35780
35776,35781
35776,35782
19851,19845
22,4407
5589,2192
7380,7381
7380,7380
7380,7382
459,10641
3129,4713
1886,1977
1886,1976
4174,4098
4174,4099
7832,7688
7832,7689
10177,62
12537,9459
1295,14040
1295,14041
9138,9081
1295,14043
1295,14044
1295,14045
1295,14046
1295,14047
4513,71
3255,1047
17787,16784
26850,3762
15615,33
12647,1812
30290,1419
387,33
4038,4191
6756,6758
35135,935
4072,6582
3075,214
17892,17893
29085,29086
263,2715
7079,25322
29085,29087
6373,6280
27285,42
653,1956
23916,1143
24225,619
8526,2502
35686,1073
1536,33145
2480,2482
3818,33
9478,12632
9478,12633
248,4370
10188,5
9577,12569
22538,2331
5864,16460
17064,12988
21526,18905
20728,18765
10699,367
3405,2754
152,653
1978,4209
1237,1507
31352,2754
3377,3812
1558,886
20835,18905
7053,33
3889,212
8080,8080
229,763
16967,739
414,1980
4070,23197
1836,1699
4070,23195
4070,23192
4070,23193
4070,23190
4070,23191
16855,9577
2500,2437
4070,23198
4070,23199
12379,544
316,281
30196,30195
4677,427
3997,3811
1455,13420
3382,6683
4611,81
31086,170
4611,87
10527,277
10527,276
2028,1917
1971,326
9147,1417
740,238
19990,33
6,4
10027,23518
6,6
3939,4039
7337,7130
7337,7133
21634,18905
4551,25451
6119,21
1558,263
12902,9664
1822,16480
1558,269
1558,268
190,23644
140,18307
35317,1574
1812,2703
23298,23288
19337,33
96,7926
347,921
8928,69
1205,3446
15280,156
2830,1463
1416,3764
15384,15287
161,7686
1482,1483
4416,2754
1482,1484
32862,32862
427,5862
427,5863
14870,12201
427,5864
427,5865
3460,7053
3270,224
25335,25460
26942,360
20081,22
6868,276
48,1606
1198,1191
6,1557
19514,2216
3812,6739
3812,6738
2703,2802
4470,4191
3812,6731
3812,6730
3812,6733
3812,6732
3812,6735
3812,6734
3812,6737
3812,6736
7304,1427
980,117
30932,7291
146,27182
6790,1341
15345,15287
7201,7127
7201,7121
2713,7514
7201,7122
15502,156
11514,3030
24696,33
2761,5864
24805,33
7420,33
6280,6274
6280,6275
6280,6276
6280,6277
10197,10208
6280,6273
1341,1315
29287,29277
2003,338
6280,6278
6280,6279
4026,3795
360,26994
367,185
23926,1423
9896,11732
4596,1607
14436,18742
184,4200
11013,23630
697,697
29849,359
32933,1990
389,278
3861,3873
1461,4226
6852,6761
3183,3124
389,276
17585,17154
875,1309
13941,5203
5075,2134
9955,7333
3945,3888
2527,33
10177,9206
8932,25
26880,2456
226,3150
17502,653
873,9238
31576,2754
1812,1425
1812,1422
20721,21935
20721,21937
32066,32067
33016,33017
23441,1396
9778,13440
17723,9577
20076,22
6,3571
2802,705
7540,7157
17448,3683
389,34491
27399,92
5080,13933
2756,6134
2926,1437
30730,763
20772,1197
6015,10166
865,170
278,4679
10526,15350
669,481
3820,4040
26238,26239
25588,33
1545,2033
1179,33
639,3270
9600,11143
2781,2763
7193,69
1432,1427
1441,1536
1432,1423
33139,33068
26334,13103
24645,292
13690,13691
2677,2697
3873,3823
2229,1445
27441,7765
10593,2055
583,590
69,8187
3873,3829
5948,2983
4595,2692
5777,5751
202,317
34124,801
35571,35572
35571,35573
1256,2916
3308,4209
14833,12068
3960,3864
3960,3865
3806,3797
24046,13433
18614,18484
27668,33
1676,12256
3042,214
17851,17852
22754,22719
1038,3643
19384,19384
1419,16160
29841,29479
1508,4440
29841,29473
1508,4449
1225,3593
6819,1278
3492,6069
27416,338
388,8132
12938,34402
14767,2698
378,112
3088,547
35776,24383
326,1340
326,1342
1798,1599
161,3643
2702,2973
9531,32129
1809,33
149,12068
10663,860
1436,219
170,108
8843,69
2983,18706
12938,34400
6166,700
14041,7816
4313,2895
1507,1062
18929,224
5864,28792
3592,2695
5864,28797
5864,28796
5864,28798
31999,2754
1507,1068
474,693
29495,29710
936,435
11300,2909
15509,33
214,304
2214,7347
21703,18905
19227,7157
26072,2055
25745,25746
1311,7133
986,25443
986,25442
986,25441
12989,631
10208,1396
34467,33
10749,1445
763,30821
238,179
1857,214
3969,3838
21069,18905
10027,18516
2708,412
7703,3409
407,31346
18906,33
7205,7127
16053,1658
653,17241
653,17240
1507,16213
278,4428
1507,16215
1507,16214
9211,9083
2659,1557
13429,13449
21287,18905
16077,15083
4066,4067
4279,367
10741,10545
13429,13442
13429,13443
705,278
128,111
10542,12392
2998,2703
1948,1599
705,276
30133,30133
69,15
10280,388
25455,25465
20213,188
6,81
278,3505
364,1675
69,3400
179,547
7990,69
325,232
4401,2692
4085,4086
30996,170
4085,4081
7881,69
1418,3785
2138,5464
202,3812
2055,33
8713,108
1445,12673
4783,4997
69,7180
9648,219
4783,4998
3009,179
2688,16020
21315,18905
632,1340
12696,1807
1429,2389
28315,28316
28315,28317
2253,19782
6337,6280
7428,12505
33107,33
14402,3393
2072,2090
10397,4487
1251,7062
2802,3096
3015,17001
520,16408
5358,5359
13765,4090
27483,7765
1507,33462
9600,32967
2449,3019
224,3405
2660,979
2809,11299
378,935
378,936
32945,1279
224,3409
292,666
338,309
15519,156
2352,24924
11152,10590
2692,4647
30963,30990
12389,226
10114,3382
190,25443
1428,24225
8326,69
16999,179
653,17424
1813,33
1445,5958
13089,481
25163,4296
13817,13440
1536,8981
763,3643
4485,4226
653,17423
20247,3393
28355,28422
1627,33
1031,3549
15831,15832
15831,15833
5886,179
3030,4645
15831,15834
3912,3906
391,1385
13158,17599
3269,13339
4718,5588
10526,23701
320,9686
1522,9695
1972,33
9000,14137
18895,33
14745,33899
1340,3188
17190,17191
21724,18905
4408,4498
11109,1492
8076,1263
87,1352
4408,4497
15471,15472
4191,15642
4191,15647
35711,35712
35711,35713
9028,7235
2502,14734
1143,16812
1342,17738
3061,214
3335,1046
10109,4138
19744,7054
1578,14905
2131,12696
69,1062
10595,10820
25325,986
3196,1445
15419,33
15649,1990
25160,25026
69,7893
28203,8375
69,7896
4191,2330
1315,1370
14485,14488
311,6466
14485,14486
14485,14487
69,4333
7273,7834
212,29897
117,3812
20734,18905
13589,3400
2795,445
1263,8140
2285,63
12667,33
8152,69
161,8650
3059,224
13713,13916
24650,3332
21075,18905
36,1210
2728,1143
3808,3804
11451,287
28009,33
30772,763
4596,19727
8152,68
2494,69
7140,7529
3769,4230
7358,7414
17532,16805
7358,7413
6975,4336
801,95
1248,2064
4493,4492
7347,1038
21608,18905
2437,3212
17885,592
23827,24196
1198,17604
3727,3812
169,729
1445,6601
29844,29846
22652,232
1198,16956
14459,4975
3058,13322
976,12242
69,7973
7236,7353
7236,7354
21292,18905
29391,29399
378,33906
29391,29392
29391,29393
15471,8582
4296,10027
29391,29394
940,33
3926,3927
479,697
847,9671
13574,3791
479,691
12042,33
21370,18905
14890,1248
3018,3943
164,248
164,249
6671,4174
2756,24485
2756,24486
575,2229
1419,140
3754,10027
4840,2083
4840,2080
9659,9702
7302,6261
13200,33
2756,2837
66,860
1557,13416
3249,33
66,865
166,2138
2352,7720
24964,2875
4087,33
224,4370
1557,13418
4582,1529
12786,12789
5864,2771
23513,33
29290,29277
15244,16
7787,7788
2488,2207
4487,4440
3370,2810
10864,14876
212,11513
3370,2817
16713,1445
17019,17047
2225,2058
3263,214
12558,12559
19707,1175
66,9674
8477,7251
12042,2727
26167,10698
4679,3112
2754,1403
21744,18905
281,184
9316,9308
16783,16828
1915,326
27606,33
67,4487
8461,278
3382,9678
11101,1417
653,445
11625,3836
9308,2707
278,7154
3395,10560
3096,33
1403,6232
40,10544
9363,330
8894,33
21774,18905
980,8713
3856,3963
3727,1445
2762,214
6499,29617
553,8032
11868,1574
31838,31326
9192,9116
3334,1028
2055,10405
2688,30627
17804,2754
238,34548
3030,733
263,1342
5028,23126
214,2843
1270,1268
214,2849
214,2848
7355,3643
34994,34995
2242,1915
3711,592
3186,2696
21686,18905
16165,20437
1445,14892
2693,35
3760,6793
2693,33
9716,1153
6511,6466
17238,16784
18744,4456
653,16755
13493,13529
12693,12693
399,338
35189,14157
26043,1417
6758,29980
1302,8432
4226,13564
2096,33
6,2930
11501,11502
7265,3643
10648,2765
3931,3408
20005,22
4174,4111
168,977
8749,69
8836,8640
24617,6498
3382,11831
3382,11833
32000,2754
3382,11835
3382,11834
6770,2662
3382,11839
3077,1770
14890,14872
3984,3841
13478,13462
6948,266
3122,19459
12540,27554
12540,27555
42,388
2724,1198
154,4751
3527,381
289,3
50,231
10742,10590
3235,3549
11649,1403
9659,2957
10555,1625
10555,1624
5894,30073
10208,12726
1915,4290
3368,602
3939,4174
1662,763
24553,8461
33179,179
7926,639
4002,3797
1980,8126
994,61
17894,1198
10644,10555
36,190
6744,3030
2388,15100
9003,7714
4176,33
7484,69
7748,7613
1445,10403
1404,1436
2082,149
1404,1434
1404,1435
1404,1432
6031,8085
6091,11178
1404,1438
1404,1439
479,1468
16078,1404
33433,1536
4425,18792
8085,16609
18892,33
10027,1461
2934,2818
1468,2788
6796,9600
6796,9605
124,111
35116,34839
12027,12215
15266,16
21754,18905
9155,2728
13773,22
4841,2192
12984,29006
6122,33
13416,6976
1289,140
249,3232
2433,9570
249,3237
15347,4789
3765,1032
7643,7899
6032,179
4139,19192
2654,1143
10574,1624
91,15944
1581,10220
6280,6330
6280,6333
6280,6335
6280,6334
6280,6337
6280,6336
427,4090
6280,6338
19156,1288
17857,763
7158,8346
7158,8345
4674,413
5771,2433
8932,10207
389,9804
14394,14388
1432,3126
2498,2644
13705,16232
22,50
160,4272
226,1033
3077,3192
8053,28721
1427,14724
7479,8358
7479,8359
1762,3352
17085,16805
367,6369
2352,35281
2352,35282
2352,35283
2753,2242
1427,14726
2352,35286
2352,35287
12938,33
11834,11921
4241,367
13418,9695
69,7229
1574,10443
2970,1256
2894,420
10349,2082
4354,220
10505,40
20316,2754
6079,6119
8140,8085
24969,575
3848,2694
6102,6158
3505,20748
5263,28676
15564,33
22369,33
30167,30088
3505,20746
3505,20744
4998,33
3781,2745
525,1342
10525,158
4634,7157
1671,3077
16322,1675
4019,11499
75,11796
1164,547
322,391
29570,1645
2576,33
75,11794
4244,10543
30214,1419
4749,2134
75,11795
4749,2132
12569,12989
696,2916
11846,11898
32829,33
156,15370
3974,33
156,15372
156,15375
2298,6757
156,15377
3832,2754
4546,36
4546,33
93,46
93,48
13240,13323
9752,4440
427,6254
427,6255
427,6256
427,6257
427,6250
427,6251
427,6252
427,6253
1405,30363
1301,30020
427,6258
427,6259
8991,7341
2642,22
7171,4425
32152,19234
1569,10554
11011,10673
1569,10557
4382,4546
10148,2721
29389,29417
29389,29418
29389,29419
453,28950
15717,4191
2746,239
17869,18007
14750,12068
801,986
801,985
4045,14764
1972,3150
20059,20060
2761,13576
619,1536
3835,117
10813,1624
1557,412
20535,20536
20535,20537
20535,20538
2749,623
4440,2389
4623,2754
1340,865
4470,1536
4296,15090
1164,808
30835,278
10676,10659
69,8020
69,8021
69,8023
3077,10549
7159,1379
15057,33
3568,1205
6987,10174
553,25786
28711,28687
3060,23099
592,13537
3800,3797
24964,2703
248,453
2740,2724
184,801
426,873
3800,3798
1419,3734
42,1387
69,1302
42,1388
149,1574
1427,1453
7091,12042
24397,33
344,345
9142,873
7410,7131
1972,399
6498,24721
6498,24722
35212,35229
1430,10027
3537,2780
13616,33150
2502,7156
24790,24791
29185,29183
6925,6928
7750,7751
6796,11707
6925,6926
6925,6927
4719,4996
18678,389
13941,7487
4969,2761
12674,2003
10027,10029
23192,23192
10027,10024
10507,33
10027,10020
10027,10021
4015,15938
3593,33
11928,11893
3663,1288
7801,7555
29609,33
23854,3048
9577,17370
10208,11127
3453,214
31843,20750
3277,33
7333,8074
1436,1197
14071,1263
1410,3534
15546,4191
6582,5042
161,9532
24292,24291
6261,4345
6816,9527
33325,33326
31043,7291
801,11032
3709,33
10525,986
9659,1176
11452,11448
2709,3643
479,2706
10177,1654
3868,33
10526,23696
33363,179
4250,4236
3770,2692
17857,9577
7826,7826
1772,232
513,6197
34571,20437
3643,2755
3643,2754
320,4630
31984,31632
1542,19793
1445,13802
1445,13809
3030,4428
289,1419
3527,1916
964,873
7652,8589
391,25375
7155,154
391,25370
16477,179
391,25379
17493,653
24949,1463
9577,389
3469,2894
1279,161
673,277
10280,226
8582,6796
23115,3036
25453,25454
324,986
2189,133
1671,10930
12989,391
268,367
214,3360
246,54
31094,170
246,56
212,29883
4969,1445
9773,9776
9773,9774
9773,9775
5971,13727
34528,389
24458,19082
5971,13729
5971,13728
28772,453
48,22686
48,22687
48,22685
48,22682
2389,269
2080,2058
3370,1616
3030,11562
48,22688
48,22689
17019,17075
17019,17076
2457,33
14880,14906
14880,14907
6091,17775
14880,14908
8,3758
4319,1508
233,31588
34069,33
12151,4209
11042,1032
1607,696
384,3514
13573,33
1718,35667
3890,33
2498,283
23868,33
5343,330
13471,2730
16517,33
4678,4680
13330,81
13330,87
1463,2934
20919,18905
31202,31216
31202,31217
30376,30062
36,184
31202,31213
1427,14719
1427,14718
979,7418
11003,27182
3971,33
1427,14711
1427,14710
1427,14713
1427,14712
1427,14715
1427,14714
1427,14717
1427,14716
246,205
9462,301
30386,5986
29758,28676
3027,3580
24087,1432
25070,25026
10405,2003
36,75
28395,1557
2389,1508
3777,33606
333,1255
333,1254
333,1257
333,1256
333,1251
333,1250
333,1253
333,1252
2188,3048
132,10152
132,10153
333,1259
333,1258
34838,34839
28253,33028
4339,2692
7410,7127
20387,2653
24298,1927
1318,9600
18348,18349
2719,2688
3755,5204
7273,7318
179,1287
4214,26298
3942,33
19505,10625
4214,26292
4214,26293
4214,26290
4214,26291
1417,16213
4214,26297
4214,26294
4214,26295
10211,558
25680,25980
2644,9565
2644,9566
6436,11582
979,4145
653,2809
8,359
14644,1445
4842,4123
2727,9570
7140,7229
8,356
33543,11100
1288,3663
224,5969
3873,3797
1445,7455
10511,93
3184,3185
6120,427
1655,10649
448,3382
4513,2692
22613,48
13312,13321
305,427
1396,10504
1405,3460
33064,179
1301,453
14086,1263
10568,1770
2471,232
21532,18905
4188,11640
20640,1197
30078,1419
10659,1608
2188,1143
1434,33182
3866,2691
5864,1314
21707,18905
8222,2214
16039,15951
17504,33
164,164
164,161
3081,2242
4344,301
214,278
16816,17635
35263,81
12258,200
15257,15215
4402,31432
3812,6549
3812,6543
11341,11308
31322,1256
2352,81
2352,86
16869,653
6015,6499
3280,277
3280,278
10133,3365
22,3166
15823,4191
3283,33
16902,1197
8630,4789
117,2437
174,63
204,1557
338,883
338,884
2218,2081
12775,6369
1420,33
21951,20671
11464,1231
2498,2283
17064,16784
224,7347
28998,29117
14749,11510
5969,2754
3752,4296
2756,24563
15812,33
11895,11896
8085,1459
48,22604
151,35560
8085,976
31403,31402
31403,31404
6785,6764
619,16499
239,352
2082,9170
48,22603
687,6005
12719,12654
4680,278
19104,7282
23212,3537
3255,3465
17475,33
179,4596
4370,2660
9827,33
2352,35249
3370,28870
3413,1225
6582,4599
7721,9462
22,2692
22,2693
22,2694
359,1437
418,1198
2437,2660
448,449
30406,11575
276,19624
169,1385
4806,4807
3243,3946
14633,1427
14468,14388
4806,4808
3649,2719
9195,33
219,7
9015,69
17954,33
16484,1410
17551,763
4754,5029
699,6499
8199,7380
20334,18905
30550,1419
2662,2567
27867,27658
8227,69
229,13129
26072,26088
26072,26089
4072,448
13996,13998
9464,9465
22038,2754
26072,26080
156,389
3829,3989
25337,200
997,1427
16883,16886
18821,224
4027,3887
33930,1459
149,15332
16213,16584
